province_eng,region_eng,month,year,occupancy_rate,no_tourist_occupied,no_tourist_all,no_tourist_thai,no_tourist_foreign,net_profit_all,net_profit_thai,net_profit_foreign
Nakhon Pathom,central,3,2020,19.98,32404,77042,76549,493,109.1,108.41,0.69
Nakhon Pathom,central,4,2020,1.34,637,637,637,0,0.45,0.45,0
Nakhon Pathom,central,5,2020,3.14,1870,1870,1870,0,2.13,2.13,0
Nakhon Pathom,central,6,2020,16.08,15048,31488,31488,0,38.17,38.17,0
Nakhon Pathom,central,7,2020,34.25,54016,151963,151963,0,187.78,187.78,0
Nakhon Pathom,central,8,2020,36.82,56197,171185,171185,0,190.38,190.38,0
Nakhon Pathom,central,9,2020,38.94,59495,182255,182105,150,219.31,219.07,0.24
Nakhon Pathom,central,10,2020,37.82,62866,185483,185228,255,263.81,263.05,0.76
Nakhon Pathom,central,11,2020,42.27,69677,205444,205079,365,292.7,291.61,1.09
Nakhon Pathom,central,12,2020,38.97,67022,200417,200175,242,283.91,283.03,0.88
Nakhon Pathom,central,1,2021,16.53,27769,86717,86682,35,116.74,116.64,0.1
Nakhon Pathom,central,2,2021,30.52,50136,169132,169071,61,222.47,222.29,0.18
Nakhon Pathom,central,3,2021,40.15,55745,182808,182747,61,255.53,255.38,0.15
Nakhon Pathom,central,4,2021,12.63,25328,98319,98268,51,139.24,139.14,0.1
Nakhon Pathom,central,5,2021,2.17,3598,13279,13263,16,14.95,14.93,0.02
Nakhon Pathom,central,6,2021,2.03,3186,8757,8744,13,9.59,9.57,0.02
Nakhon Pathom,central,7,2021,1.15,1281,4047,4047,0,4.02,4.02,0
Nakhon Pathom,central,8,2021,0.76,859,2714,2714,0,2.63,2.63,0
Nakhon Pathom,central,9,2021,5.45,6032,17076,17058,18,17.17,17.15,0.02
Nakhon Pathom,central,10,2021,16.81,13994,37242,37188,54,39.63,39.53,0.1
Nakhon Pathom,central,11,2021,24.33,33083,116491,116387,104,119.41,119.21,0.2
Nakhon Pathom,central,12,2021,41.18,68813,216272,216000,272,294.06,293.29,0.77
Nakhon Pathom,central,1,2022,38.83,64805,207455,207244,211,277.8,277.25,0.55
Nakhon Pathom,central,2,2022,35.38,59051,189041,188863,178,252.33,251.87,0.46
Nakhon Pathom,central,3,2022,41.45,63587,201744,201541,203,266.76,266.25,0.51
Nakhon Pathom,central,4,2022,44.99,66896,235375,235156,219,309.75,309.18,0.57
Nakhon Pathom,central,5,2022,41.74,62115,218320,218036,284,288.99,288.27,0.72
Nakhon Pathom,central,6,2022,40.14,60224,212843,212494,349,282.15,281.26,0.89
Nakhon Pathom,central,7,2022,44.19,64818,287049,286146,903,331.87,329.6,2.27
Nakhon Pathom,central,8,2022,41.31,60729,230789,229276,1513,274.03,270.3,3.73
Nakhon Pathom,central,9,2022,61.72,90952,321855,320177,1678,389.36,385.17,4.19
Nakhon Pathom,central,10,2022,43.54,68090,244756,242063,2693,306.59,299.95,6.64
Nakhon Pathom,central,11,2022,55.42,85433,304636,301890,2746,385.38,378.56,6.82
Nakhon Pathom,central,12,2022,50.46,78307,290190,287317,2873,373.88,366.69,7.19
Nakhon Pathom,central,1,2023,48.32,73725,282857,278774,4083,373.99,363.61,10.38
Nakhon Pathom,central,2,2023,43.87,68431,253919,250065,3854,339.9,329.99,9.91
Nakhon Pathom,central,3,2023,46.63,72027,261425,257174,4251,350.72,339.94,10.78
Nakhon Pathom,central,4,2023,46.2,70508,287880,284005,3875,397.11,387,10.11
Nakhon Pathom,central,5,2023,44.42,68573,274917,271613,3304,366.9,358.45,8.45
Nakhon Pathom,central,6,2023,47.15,72214,286508,282335,4173,388.56,378.12,10.44
Nakhon Pathom,central,7,2023,45.36,67249,277738,274305,3433,354.93,346,8.93
Nakhon Pathom,central,8,2023,51.98,79303,323483,319685,3798,417.28,407.12,10.16
Nakhon Pathom,central,9,2023,48.02,71056,301453,297830,3623,385.98,375.77,10.21
Nakhon Pathom,central,10,2023,56.86,80030,339018,335331,3687,529.94,517.73,12.21
Nakhon Pathom,central,11,2023,59.14,85683,377017,372622,4395,603.23,589.68,13.55
Nakhon Pathom,central,12,2023,62.41,89814,390327,385437,4890,639.27,624.19,15.08
Nakhon Pathom,central,1,2024,55.07,80747,367336,362854,4482,579.32,565.89,13.43
Nakhon Pathom,central,2,2024,56.81,85509,376508,370463,6045,590.47,573.29,17.18
Nakhon Pathom,central,3,2024,56.98,86713,398705,392128,6577,618.97,601.11,17.86
Nakhon Pathom,central,4,2024,53.96,79476,405427,399236,6191,638.48,621.6,16.88
Nakhon Pathom,central,5,2024,49.19,73466,376878,371202,5676,549.26,534.52,14.74
Nakhon Pathom,central,6,2024,47.58,72578,351669,346383,5286,599.57,584.65,14.92
Nakhon Pathom,central,7,2024,51.62,74809,413296,405582,7714,647.04,628.9,18.14
Nakhon Pathom,central,8,2024,50.17,74920,362170,355343,6827,500.81,483.32,17.49
Nakhon Pathom,central,9,2024,61.22,85665,514962,507859,7103,699.4,680.92,18.48
Nakhon Phanom,east_northeast,1,2019,65.42,46232,104305,96871,7434,220.71,210.7,10.01
Nakhon Phanom,east_northeast,2,2019,64.67,46194,101998,97019,4979,217.72,211.02,6.7
Nakhon Phanom,east_northeast,3,2019,55.19,41726,92322,87615,4707,196.91,190.57,6.34
Nakhon Phanom,east_northeast,4,2019,57.12,38295,101007,87766,13241,195.75,177.84,17.91
Nakhon Phanom,east_northeast,5,2019,56.44,35555,91932,82725,9207,180.08,167.63,12.45
Nakhon Phanom,east_northeast,6,2019,56.81,34858,89809,81318,8491,176.25,164.77,11.48
Nakhon Phanom,east_northeast,7,2019,55.56,34765,89317,82796,6521,165.18,155.85,9.33
Nakhon Phanom,east_northeast,8,2019,57.94,37905,96980,90300,6680,179.54,169.98,9.56
Nakhon Phanom,east_northeast,9,2019,58.2,36337,92179,86614,5565,171.01,163.05,7.96
Nakhon Phanom,east_northeast,10,2019,54.45,37510,99663,92847,6816,163.37,154.22,9.15
Nakhon Phanom,east_northeast,11,2019,53.45,35896,95358,88853,6505,156.32,147.59,8.73
Nakhon Phanom,east_northeast,12,2019,54.36,36039,97449,89075,8374,159.19,147.95,11.24
Nakhon Phanom,east_northeast,1,2020,63.13,45236,101079,93957,7122,211.07,201.52,9.55
Nakhon Phanom,east_northeast,2,2020,62.16,44580,109137,104503,4634,233.82,227.46,6.36
Nakhon Phanom,east_northeast,3,2020,16.27,12044,26771,25910,861,52.01,50.96,1.05
Nakhon Phanom,east_northeast,4,2020,0.25,143,143,143,0,0.12,0.12,0
Nakhon Phanom,east_northeast,5,2020,2.77,1704,1704,1704,0,2.76,2.76,0
Nakhon Phanom,east_northeast,6,2020,8.4,4922,13180,13180,0,21.91,21.91,0
Nakhon Phanom,east_northeast,7,2020,35.5,22314,52162,52162,0,83.11,83.11,0
Nakhon Phanom,east_northeast,8,2020,40.05,26147,63369,63275,94,91.03,90.73,0.3
Nakhon Phanom,east_northeast,9,2020,41.57,25827,62954,62889,65,100.31,100.1,0.21
Nakhon Phanom,east_northeast,10,2020,47.92,32744,84972,84878,94,123.89,123.6,0.29
Nakhon Phanom,east_northeast,11,2020,51.39,34452,89246,89155,91,130.23,129.95,0.28
Nakhon Phanom,east_northeast,12,2020,52.59,35059,90733,90639,94,132.45,132.16,0.29
Nakhon Phanom,east_northeast,1,2021,26.15,17401,46811,46762,49,67.1,67.01,0.09
Nakhon Phanom,east_northeast,2,2021,32.89,21941,58109,58060,49,85.44,85.36,0.08
Nakhon Phanom,east_northeast,3,2021,35.58,23724,62551,62483,68,96.58,96.46,0.12
Nakhon Phanom,east_northeast,4,2021,15.01,9678,27584,27557,27,41.03,40.99,0.04
Nakhon Phanom,east_northeast,5,2021,2.06,1396,4972,4963,9,5.68,5.66,0.02
Nakhon Phanom,east_northeast,6,2021,2.38,1538,5327,5318,9,5.95,5.94,0.01
Nakhon Phanom,east_northeast,7,2021,2.15,1432,4473,4473,0,4.63,4.63,0
Nakhon Phanom,east_northeast,8,2021,1.92,1275,3548,3548,0,3.73,3.73,0
Nakhon Phanom,east_northeast,9,2021,6.55,4257,9839,9839,0,9.12,9.12,0
Nakhon Phanom,east_northeast,10,2021,15.89,10617,22046,22046,0,20.64,20.64,0
Nakhon Phanom,east_northeast,11,2021,32.73,24012,60530,60511,19,71.12,71.09,0.03
Nakhon Phanom,east_northeast,12,2021,60.21,40155,101214,101189,25,129.85,129.79,0.06
Nakhon Phanom,east_northeast,1,2022,54.27,36671,94429,93150,1279,117.47,114.68,2.79
Nakhon Phanom,east_northeast,2,2022,56.29,38944,100765,100062,703,127.55,126.04,1.51
Nakhon Phanom,east_northeast,3,2022,60.39,41813,108137,107416,721,143.92,142.34,1.58
Nakhon Phanom,east_northeast,4,2022,62.34,44412,111568,110787,781,149.84,147.97,1.87
Nakhon Phanom,east_northeast,5,2022,60.42,42937,107158,106273,885,145.27,143.09,2.18
Nakhon Phanom,east_northeast,6,2022,62.18,43528,108919,107587,1332,152.56,149.24,3.32
Nakhon Phanom,east_northeast,7,2022,66.21,55069,143618,135929,7689,211.42,193.58,17.84
Nakhon Phanom,east_northeast,8,2022,68.23,56392,146804,138897,7907,219.46,200.79,18.67
Nakhon Phanom,east_northeast,9,2022,70.3,58144,151895,144267,7628,228.16,210.27,17.89
Nakhon Phanom,east_northeast,10,2022,75.76,63103,162974,155081,7893,246.53,227.93,18.6
Nakhon Phanom,east_northeast,11,2022,68.86,57023,147795,139551,8244,220.6,200.97,19.63
Nakhon Phanom,east_northeast,12,2022,72.42,60190,155891,147209,8682,240.26,219.49,20.77
Nakhon Phanom,east_northeast,1,2023,73.6,62425,164365,155168,9197,256.18,233.88,22.3
Nakhon Phanom,east_northeast,2,2023,76,65810,177898,167277,10621,284.48,257.44,27.04
Nakhon Phanom,east_northeast,3,2023,72.6,62778,160173,151952,8221,252.96,232.29,20.67
Nakhon Phanom,east_northeast,4,2023,74.22,65024,176310,165930,10380,283.29,256.32,26.97
Nakhon Phanom,east_northeast,5,2023,75.75,66170,178508,170885,7623,296.62,276.12,20.5
Nakhon Phanom,east_northeast,6,2023,78.7,68830,185269,177313,7956,309.28,287.03,22.25
Nakhon Phanom,east_northeast,7,2023,79.35,70602,193910,185582,8328,314.72,291.11,23.61
Nakhon Phanom,east_northeast,8,2023,77.96,69191,188531,180437,8094,298.99,276.98,22.01
Nakhon Phanom,east_northeast,9,2023,76.86,68016,185816,177948,7868,293.9,273.32,20.58
Nakhon Phanom,east_northeast,10,2023,80.26,71998,198738,187685,11053,313.08,284.16,28.92
Nakhon Phanom,east_northeast,11,2023,76.82,65584,188816,178312,10504,298.34,271.57,26.77
Nakhon Phanom,east_northeast,12,2023,79.1,69826,205886,187641,18245,324.65,282.32,42.33
Nakhon Phanom,east_northeast,1,2024,77.13,66621,196944,179914,17030,301.55,262.44,39.11
Nakhon Phanom,east_northeast,2,2024,80.27,69807,213185,194267,18918,332.33,288.51,43.82
Nakhon Phanom,east_northeast,3,2024,73.38,62969,173335,158199,15136,282.14,246.78,35.36
Nakhon Phanom,east_northeast,4,2024,75.86,67322,194062,177597,16465,316.97,278.93,38.04
Nakhon Phanom,east_northeast,5,2024,70.22,61186,168912,156070,12842,275.59,245.01,30.58
Nakhon Phanom,east_northeast,6,2024,68.69,60295,166715,153532,13183,272.51,241.09,31.42
Nakhon Phanom,east_northeast,7,2024,79.37,71953,201664,187791,13873,329.57,296.68,32.89
Nakhon Phanom,east_northeast,8,2024,69.89,63368,178483,164172,14311,294.51,260.46,34.05
Nakhon Phanom,east_northeast,9,2024,68.44,60860,167103,153183,13920,279.63,246.61,33.02
Nakhon Ratchasima,east_northeast,1,2019,77.67,529946,1012772,992396,20376,2504.22,2407.7,96.52
Nakhon Ratchasima,east_northeast,2,2019,74.62,427535,815885,794945,20940,2027.85,1928.66,99.19
Nakhon Ratchasima,east_northeast,3,2019,65.89,436561,833010,811254,21756,2071.23,1968.21,103.02
Nakhon Ratchasima,east_northeast,4,2019,60.13,452672,827070,811619,15451,1953.03,1888.22,64.81
Nakhon Ratchasima,east_northeast,5,2019,57.56,448391,819281,804088,15193,1934.43,1870.7,63.73
Nakhon Ratchasima,east_northeast,6,2019,55.46,427592,781814,769072,12742,1842.99,1789.21,53.78
Nakhon Ratchasima,east_northeast,7,2019,60.45,430254,765523,750725,14798,2081.51,2018.6,62.91
Nakhon Ratchasima,east_northeast,8,2019,59.33,410928,731297,719528,11769,1984.74,1934.71,50.03
Nakhon Ratchasima,east_northeast,9,2019,66.07,451322,803169,790028,13141,2180.31,2124.24,56.07
Nakhon Ratchasima,east_northeast,10,2019,79.54,566348,929863,912701,17162,2282.27,2220.16,62.11
Nakhon Ratchasima,east_northeast,11,2019,71.02,464697,763235,746232,17003,1876.75,1815.22,61.53
Nakhon Ratchasima,east_northeast,12,2019,74.38,496562,815509,798020,17489,2004.77,1941.2,63.57
Nakhon Ratchasima,east_northeast,1,2020,73.36,498547,985403,965138,20265,2479.92,2386.07,93.85
Nakhon Ratchasima,east_northeast,2,2020,70.08,404857,747501,728203,19298,1932.15,1840.47,91.68
Nakhon Ratchasima,east_northeast,3,2020,20.34,133757,210672,205743,4929,468.69,445.91,22.78
Nakhon Ratchasima,east_northeast,4,2020,0.04,280,280,280,0,0.25,0.25,0
Nakhon Ratchasima,east_northeast,5,2020,1.21,7709,7709,7709,0,14,14,0
Nakhon Ratchasima,east_northeast,6,2020,15.65,120991,222562,222562,0,417.38,417.38,0
Nakhon Ratchasima,east_northeast,7,2020,42.22,299236,533779,533779,0,1259.37,1259.37,0
Nakhon Ratchasima,east_northeast,8,2020,46.12,317162,567554,565721,1833,1210.22,1201.26,8.96
Nakhon Ratchasima,east_northeast,9,2020,47.46,320656,561001,559625,1376,1202.34,1195.9,6.44
Nakhon Ratchasima,east_northeast,10,2020,50.33,362428,594196,592567,1629,1183.96,1177.54,6.42
Nakhon Ratchasima,east_northeast,11,2020,52.04,377642,618902,617696,1206,1232.32,1227.47,4.85
Nakhon Ratchasima,east_northeast,12,2020,54.38,390347,639896,638571,1325,1274.19,1268.95,5.24
Nakhon Ratchasima,east_northeast,1,2021,31.58,227743,373146,372592,554,703.27,701.81,1.46
Nakhon Ratchasima,east_northeast,2,2021,39.73,286262,469188,468263,925,898.73,896.57,2.16
Nakhon Ratchasima,east_northeast,3,2021,41.17,295870,484722,483081,1641,954.29,949.96,4.33
Nakhon Ratchasima,east_northeast,4,2021,27.36,192003,314682,313761,921,593.28,591,2.28
Nakhon Ratchasima,east_northeast,5,2021,8.06,58023,95155,94599,556,149.99,148.79,1.2
Nakhon Ratchasima,east_northeast,6,2021,11.72,73450,120449,119801,648,189.82,188.42,1.4
Nakhon Ratchasima,east_northeast,7,2021,7.46,47868,83136,82593,543,100.11,99.11,1
Nakhon Ratchasima,east_northeast,8,2021,7.94,50973,88532,87939,593,108.73,107.61,1.12
Nakhon Ratchasima,east_northeast,9,2021,14.67,91468,158830,157909,921,201.23,199.46,1.77
Nakhon Ratchasima,east_northeast,10,2021,21.17,136393,236917,235237,1680,313.37,310.14,3.23
Nakhon Ratchasima,east_northeast,11,2021,35.6,271437,473887,472075,1812,709.95,705.62,4.33
Nakhon Ratchasima,east_northeast,12,2021,53.76,345907,571339,566844,4495,884.08,873.33,10.75
Nakhon Ratchasima,east_northeast,1,2022,48.67,303535,473933,470559,3374,740.66,733.35,7.31
Nakhon Ratchasima,east_northeast,2,2022,47.16,298018,481675,479824,1851,738.67,734.79,3.88
Nakhon Ratchasima,east_northeast,3,2022,45.4,286543,463252,460932,2320,688.42,683.51,4.91
Nakhon Ratchasima,east_northeast,4,2022,54.68,310218,514005,510381,3624,823.68,812.72,10.96
Nakhon Ratchasima,east_northeast,5,2022,48.55,289465,479676,476124,3552,758.6,747.94,10.66
Nakhon Ratchasima,east_northeast,6,2022,48.2,289093,478454,473498,4956,760.01,743.83,16.18
Nakhon Ratchasima,east_northeast,7,2022,52.94,306700,514615,503571,11044,872.2,834.47,37.73
Nakhon Ratchasima,east_northeast,8,2022,50.12,290940,481938,472597,9341,812.56,782.93,29.63
Nakhon Ratchasima,east_northeast,9,2022,47.08,277363,459623,450594,9029,764.06,736,28.06
Nakhon Ratchasima,east_northeast,10,2022,51.87,300164,503057,493628,9429,838.13,808.62,29.51
Nakhon Ratchasima,east_northeast,11,2022,56.24,314951,528436,517166,11270,917.47,881.74,35.73
Nakhon Ratchasima,east_northeast,12,2022,80.02,450192,759205,747434,11771,1330.2,1292.34,37.86
Nakhon Ratchasima,east_northeast,1,2023,69.07,396520,677058,666341,10717,1154.11,1120.09,34.02
Nakhon Ratchasima,east_northeast,2,2023,64.15,359110,612608,602824,9784,1037.38,1007.5,29.88
Nakhon Ratchasima,east_northeast,3,2023,61.73,348421,595665,585411,10254,1025.18,993.65,31.53
Nakhon Ratchasima,east_northeast,4,2023,64.31,357844,612741,601474,11267,1081.36,1045.95,35.41
Nakhon Ratchasima,east_northeast,5,2023,62.14,352802,597080,587456,9624,1049.32,1019.25,30.07
Nakhon Ratchasima,east_northeast,6,2023,60.03,332541,563763,554588,9175,982.06,953.42,28.64
Nakhon Ratchasima,east_northeast,7,2023,67.69,378785,629482,617936,11546,1209.08,1172.2,36.88
Nakhon Ratchasima,east_northeast,8,2023,69.44,391406,668850,655277,13573,1307.73,1263.46,44.27
Nakhon Ratchasima,east_northeast,9,2023,72.29,405124,692237,677638,14599,1369.5,1321.29,48.21
Nakhon Ratchasima,east_northeast,10,2023,74.26,429859,717936,702101,15835,1461.48,1408.7,52.78
Nakhon Ratchasima,east_northeast,11,2023,75.81,441473,737015,719998,17017,1501.91,1445.16,56.75
Nakhon Ratchasima,east_northeast,12,2023,82.11,501978,835460,814862,20598,1716.17,1638.39,77.78
Nakhon Ratchasima,east_northeast,1,2024,75.98,440370,753284,733685,19599,1528.43,1453.23,75.2
Nakhon Ratchasima,east_northeast,2,2024,72.25,404346,692960,674304,18656,1394.67,1333.39,61.28
Nakhon Ratchasima,east_northeast,3,2024,68.46,394419,676242,658147,18095,1349.07,1291.58,57.49
Nakhon Ratchasima,east_northeast,4,2024,70.73,404438,698598,679632,18966,1402.25,1341.14,61.11
Nakhon Ratchasima,east_northeast,5,2024,64.79,373188,645910,629354,16556,1200.29,1147.26,53.03
Nakhon Ratchasima,east_northeast,6,2024,63.67,367252,636089,619183,16906,1182.55,1128.35,54.2
Nakhon Ratchasima,east_northeast,7,2024,69.23,419675,713092,686485,26607,1339.21,1246.34,92.87
Nakhon Ratchasima,east_northeast,8,2024,71.44,423290,723301,693004,30297,1401.02,1296.84,104.18
Nakhon Ratchasima,east_northeast,9,2024,69.09,390204,669258,638010,31248,1298.89,1191.8,107.09
Nakhon Sawan,north,1,2019,63.54,118061,189826,183487,6339,349.65,340.97,8.68
Nakhon Sawan,north,2,2019,64.21,111345,179864,172688,7176,330.72,320.9,9.82
Nakhon Sawan,north,3,2019,55.86,103725,167406,160932,6474,307.97,299.08,8.89
Nakhon Sawan,north,4,2019,51.76,80993,220447,215977,4470,458.29,449.51,8.78
Nakhon Sawan,north,5,2019,49.34,76571,208263,204491,3772,433.01,425.6,7.41
Nakhon Sawan,north,6,2019,51.58,79635,216622,212617,4005,450.36,442.52,7.84
Nakhon Sawan,north,7,2019,47.2,67478,99697,98202,1495,189.91,187.4,2.51
Nakhon Sawan,north,8,2019,43.38,61465,90925,89339,1586,173.15,170.49,2.66
Nakhon Sawan,north,9,2019,45.74,65829,97442,95617,1825,185.56,182.49,3.07
Nakhon Sawan,north,10,2019,47.84,75284,139838,138051,1787,331.53,324.4,7.13
Nakhon Sawan,north,11,2019,50.76,81894,152038,149956,2082,360.68,352.37,8.31
Nakhon Sawan,north,12,2019,57.45,93206,173241,171236,2005,410.37,402.36,8.01
Nakhon Sawan,north,1,2020,61.79,116065,189972,183682,6290,350.35,341.97,8.38
Nakhon Sawan,north,2,2020,56.72,100752,158447,152429,6018,294.46,286.03,8.43
Nakhon Sawan,north,3,2020,20.76,49958,68791,68496,295,117.85,117.46,0.39
Nakhon Sawan,north,4,2020,3.24,1893,1893,1870,23,3.9,3.29,0.61
Nakhon Sawan,north,5,2020,10.43,6877,6877,6865,12,12.54,12.44,0.1
Nakhon Sawan,north,6,2020,20.56,18657,54855,54331,524,100.79,99.99,0.8
Nakhon Sawan,north,7,2020,37.28,42279,71230,70848,382,124.62,124.02,0.6
Nakhon Sawan,north,8,2020,40.76,46594,68528,68216,312,113.91,113.44,0.47
Nakhon Sawan,north,9,2020,41.37,48624,71803,71550,253,128.3,127.92,0.38
Nakhon Sawan,north,10,2020,43.59,55167,101315,101115,200,225.84,225.14,0.7
Nakhon Sawan,north,11,2020,46.74,64975,121619,121430,189,274.22,273.57,0.65
Nakhon Sawan,north,12,2020,43.07,59931,114226,114026,200,258.52,257.82,0.7
Nakhon Sawan,north,1,2021,23.62,32834,63447,63377,70,109.81,109.55,0.26
Nakhon Sawan,north,2,2021,35.18,48845,93406,93316,90,164.03,163.69,0.34
Nakhon Sawan,north,3,2021,37.51,55399,106219,106117,102,177.33,176.93,0.4
Nakhon Sawan,north,4,2021,13.59,19825,115116,115001,115,218.33,217.89,0.44
Nakhon Sawan,north,5,2021,10.73,15393,21893,21893,0,41.28,41.28,0
Nakhon Sawan,north,6,2021,8.21,11394,18315,18315,0,30.3,30.3,0
Nakhon Sawan,north,7,2021,6.93,9801,14969,14969,0,23.29,23.29,0
Nakhon Sawan,north,8,2021,7.12,10309,15946,15946,0,24.65,24.65,0
Nakhon Sawan,north,9,2021,8.43,12280,18756,18756,0,29.75,29.75,0
Nakhon Sawan,north,10,2021,11.76,18256,28921,28763,158,47.24,46.98,0.26
Nakhon Sawan,north,11,2021,22.68,40200,75335,75110,225,129.55,129.12,0.43
Nakhon Sawan,north,12,2021,35.14,58149,112947,112567,380,234.84,233.84,1
Nakhon Sawan,north,1,2022,41.59,60620,114370,113905,465,249.3,248.03,1.27
Nakhon Sawan,north,2,2022,43.62,61329,113275,112710,565,255.96,254.31,1.65
Nakhon Sawan,north,3,2022,43.9,66219,121170,120309,861,267.73,264.93,2.8
Nakhon Sawan,north,4,2022,45.61,68175,135474,134398,1076,310.14,306.58,3.56
Nakhon Sawan,north,5,2022,39.76,64904,137944,137071,873,316.9,314.09,2.81
Nakhon Sawan,north,6,2022,41.65,67948,149540,148591,949,345.82,342.74,3.08
Nakhon Sawan,north,7,2022,46.53,73314,160654,159690,964,373.15,369.99,3.16
Nakhon Sawan,north,8,2022,45.29,72863,152753,152058,695,362.11,359.79,2.32
Nakhon Sawan,north,9,2022,44.57,72069,143196,142477,719,343.57,341.15,2.42
Nakhon Sawan,north,10,2022,46.71,75389,157436,156894,542,385.23,383.37,1.86
Nakhon Sawan,north,11,2022,52.86,82118,174974,174434,540,438.35,436.5,1.85
Nakhon Sawan,north,12,2022,54.65,85306,194043,193401,642,493.3,491.05,2.25
Nakhon Sawan,north,1,2023,55.83,86879,195562,194758,804,500.24,497.37,2.87
Nakhon Sawan,north,2,2023,52.06,82503,182453,181698,755,481.03,478.3,2.73
Nakhon Sawan,north,3,2023,59.61,89991,195465,194591,874,515.66,512.23,3.43
Nakhon Sawan,north,4,2023,56.93,88697,215460,214552,908,584.4,580.78,3.62
Nakhon Sawan,north,5,2023,48.02,82056,192560,191567,993,533.64,529.6,4.04
Nakhon Sawan,north,6,2023,45.26,75094,177907,176931,976,498.11,494.1,4.01
Nakhon Sawan,north,7,2023,46.92,77604,181210,180149,1061,515.5,511.06,4.44
Nakhon Sawan,north,8,2023,48.73,80496,176840,175724,1116,533.22,528.62,4.6
Nakhon Sawan,north,9,2023,46.09,76316,147711,146537,1174,449.79,445.15,4.64
Nakhon Sawan,north,10,2023,47.52,79025,161086,160270,816,457.86,454.63,3.23
Nakhon Sawan,north,11,2023,54.99,86568,181830,180946,884,474.6,471.03,3.57
Nakhon Sawan,north,12,2023,59.86,101635,202122,201042,1080,530.69,526.28,4.41
