province_eng,region_eng,month,year,occupancy_rate,no_tourist_occupied,no_tourist_all,no_tourist_thai,no_tourist_foreign,net_profit_all,net_profit_thai,net_profit_foreign
Lopburi,central,11,2022,44.75,56397,324868,324051,817,394.71,393.54,1.17
Lopburi,central,12,2022,49.91,61977,338074,336907,1167,417.36,415.65,1.71
Lopburi,central,1,2023,58.27,77379,387985,386177,1808,664.73,660.81,3.92
Lopburi,central,2,2023,53.83,66173,347038,344986,2052,566.37,561.75,4.62
Lopburi,central,3,2023,49.18,59025,311799,309863,1936,511.55,506.99,4.56
Lopburi,central,4,2023,53.21,65752,378898,377313,1585,601.12,597.14,3.98
Lopburi,central,5,2023,49.73,61134,331405,330149,1256,554.84,551.58,3.26
Lopburi,central,6,2023,51.1,62746,335876,334954,922,529.03,526.64,2.39
Lopburi,central,7,2023,47.51,58516,326280,325500,780,505.67,504.4,1.27
Lopburi,central,8,2023,46.76,56738,340632,339695,937,522.79,520.27,2.52
Lopburi,central,9,2023,46.22,55231,331823,330975,848,487.54,485.32,2.22
Lopburi,central,10,2023,50.91,59300,341485,340732,753,534.78,532.96,1.82
Lopburi,central,11,2023,54.38,63994,364534,363326,1208,588.84,585.23,3.61
Lopburi,central,12,2023,58.91,68775,383667,382179,1488,637.87,634.33,3.54
Lopburi,central,1,2024,57.18,69378,375120,373162,1958,625.6,621.32,4.28
Lopburi,central,2,2024,60.16,73073,401041,398900,2141,665.04,660.26,4.78
Lopburi,central,3,2024,54.67,67536,370298,367172,3126,626.4,619.27,7.13
Lopburi,central,4,2024,54.97,68510,385651,383135,2516,756.99,750.3,6.69
Lopburi,central,5,2024,52.85,65556,365442,363218,2224,667.42,661.58,5.84
Lopburi,central,6,2024,53.95,65968,373449,370782,2667,678.14,671.08,7.06
Lopburi,central,7,2024,52.03,63427,388267,384446,3821,620.3,611.47,8.83
Lopburi,central,8,2024,47.82,59451,363384,358966,4418,590.19,579.69,10.5
Lopburi,central,9,2024,46.22,57374,335268,331195,4073,520.22,510.72,9.5
Mae Hong Son,north,1,2019,77.92,137937,146468,113044,33424,672.08,421.09,250.99
Mae Hong Son,north,2,2019,72.96,118024,125322,96203,29119,577.02,358.36,218.66
Mae Hong Son,north,3,2019,45.38,85512,90795,68198,22597,424.6,254.04,170.56
Mae Hong Son,north,4,2019,33.74,61280,68620,50061,18559,388.79,211.58,177.21
Mae Hong Son,north,5,2019,31.45,58747,65764,47788,17976,373.62,201.98,171.64
Mae Hong Son,north,6,2019,30.82,54882,61113,41266,19847,364.1,174.4,189.7
Mae Hong Son,north,7,2019,30.75,43270,44417,29128,15289,225.34,111.27,114.07
Mae Hong Son,north,8,2019,29.54,42177,43299,27621,15678,222.49,105.51,116.98
Mae Hong Son,north,9,2019,29.82,40667,41744,27459,14285,211.64,104.9,106.74
Mae Hong Son,north,10,2019,50.91,107763,110983,86583,24400,514.76,342.7,172.06
Mae Hong Son,north,11,2019,64.05,129692,133567,108996,24571,604.67,431.41,173.26
Mae Hong Son,north,12,2019,74.3,157667,162377,135647,26730,724.75,536.88,187.87
Mae Hong Son,north,1,2020,69.36,117691,126975,98387,28588,598.94,379.01,219.93
Mae Hong Son,north,2,2020,53.52,90999,96207,74330,21877,449.48,278.79,170.69
Mae Hong Son,north,3,2020,10.85,34613,36024,31688,4336,140.32,108.54,31.78
Mae Hong Son,north,4,2020,1.42,1162,1162,974,188,8.14,3.15,4.99
Mae Hong Son,north,5,2020,4.51,629,629,629,0,2.18,2.18,0
Mae Hong Son,north,6,2020,6.58,9123,10849,10214,635,39.33,36.61,2.72
Mae Hong Son,north,7,2020,18.23,23166,23893,23295,598,80.36,77.34,3.02
Mae Hong Son,north,8,2020,22.03,24348,25010,24342,668,80.15,76.78,3.37
Mae Hong Son,north,9,2020,22.04,25267,25945,25225,720,100.05,96.27,3.78
Mae Hong Son,north,10,2020,33.73,67684,69890,69153,737,276.95,273.14,3.81
Mae Hong Son,north,11,2020,57.2,106318,108946,108232,714,421.35,417.65,3.7
Mae Hong Son,north,12,2020,41.92,77183,79996,79098,898,318.63,314.09,4.54
Mae Hong Son,north,1,2021,13.48,24832,26007,25552,455,102.57,100.28,2.29
Mae Hong Son,north,2,2021,21.13,38873,40403,40002,401,157.99,155.87,2.12
Mae Hong Son,north,3,2021,21.14,16637,41546,41093,453,157.78,155.4,2.38
Mae Hong Son,north,4,2021,9.34,7603,42084,41573,511,144.76,142.17,2.59
Mae Hong Son,north,5,2021,6.23,12078,13138,12870,268,34.49,33.63,0.86
Mae Hong Son,north,6,2021,4.29,7872,8603,8391,212,21.12,20.48,0.64
Mae Hong Son,north,7,2021,4.64,8841,9411,9186,225,22.04,21.38,0.66
Mae Hong Son,north,8,2021,4.25,8235,8861,8659,202,20.4,19.81,0.59
Mae Hong Son,north,9,2021,5.89,11022,11764,11539,225,27.6,26.94,0.66
Mae Hong Son,north,10,2021,16.53,31892,33309,33043,266,80.6,79.8,0.8
Mae Hong Son,north,11,2021,35.87,70550,73223,71986,1237,187.91,184.13,3.78
Mae Hong Son,north,12,2021,57.24,110345,114751,112339,2412,382.98,372.84,10.14
Mae Hong Son,north,1,2022,50.59,96123,101424,98165,3259,351.86,337.39,14.47
Mae Hong Son,north,2,2022,42.53,76310,80951,77232,3719,293.49,276.29,17.2
Mae Hong Son,north,3,2022,35.42,70163,74357,69703,4654,281.71,258.69,23.02
Mae Hong Son,north,4,2022,23.54,56273,70668,66240,4428,275.87,253.34,22.53
Mae Hong Son,north,5,2022,37.78,66746,78753,73358,5395,304.06,276.49,27.57
Mae Hong Son,north,6,2022,43.58,72767,86138,79557,6581,336.9,302.91,33.99
Mae Hong Son,north,7,2022,45.19,75013,89522,81284,8238,355.82,312.72,43.1
Mae Hong Son,north,8,2022,39.54,70601,83727,76117,7610,338.01,297.33,40.68
Mae Hong Son,north,9,2022,35.89,68666,80341,71992,8349,328.56,283.56,45
Mae Hong Son,north,10,2022,50.72,81206,93547,82310,11237,392.06,330.49,61.57
Mae Hong Son,north,11,2022,58.86,89215,103030,89936,13094,441.91,368.82,73.09
Mae Hong Son,north,12,2022,65.24,98459,114661,98450,16211,509.47,416.92,92.55
Mae Hong Son,north,1,2023,63.84,98309,115027,98527,16500,513.19,417.66,95.53
Mae Hong Son,north,2,2023,58.6,91251,105495,87088,18407,488.06,378.96,109.1
Mae Hong Son,north,3,2023,49.76,84032,96055,76301,19754,458.68,339.55,119.13
Mae Hong Son,north,4,2023,40.64,77969,91775,73419,18356,446.3,332.65,113.65
Mae Hong Son,north,5,2023,36.02,75095,86049,68762,17287,423.87,315.19,108.68
Mae Hong Son,north,6,2023,39.06,80648,89583,71862,17721,444.23,332.17,112.06
Mae Hong Son,north,7,2023,44.28,80240,91183,71318,19865,458.83,332.8,126.03
Mae Hong Son,north,8,2023,46.51,81773,89051,69254,19797,452.62,324.22,128.4
Mae Hong Son,north,9,2023,42.58,76680,86596,70094,16502,438.25,325.07,113.18
Mae Hong Son,north,10,2023,51.48,92834,101067,82988,18079,559.18,437.65,121.53
Mae Hong Son,north,11,2023,59.8,100635,109092,90590,18502,554.07,428.7,125.37
Mae Hong Son,north,12,2023,66.74,114767,124493,103856,20637,643.02,499.6,143.42
Mae Hong Son,north,1,2024,64.56,110002,118505,97186,21319,566.84,416.13,150.71
Mae Hong Son,north,2,2024,59.65,101683,109599,87600,21999,541.61,382.65,158.96
Mae Hong Son,north,3,2024,51.09,87516,94359,71492,22867,497.09,329.05,168.04
Mae Hong Son,north,4,2024,45.89,83590,94897,75010,19887,495.66,348.92,146.74
Mae Hong Son,north,5,2024,46.19,86029,94862,76876,17986,491.58,358.46,133.12
Mae Hong Son,north,6,2024,48.56,91167,99890,80256,19634,522.74,376.16,146.58
Mae Hong Son,north,7,2024,52.3,92722,99488,78945,20543,524.37,369.94,154.43
Mae Hong Son,north,8,2024,49.76,85845,91744,70663,21081,493.83,335.14,158.69
Mae Hong Son,north,9,2024,50.32,85011,90502,71565,18937,473.61,337.21,136.4
Maha Sarakham,east_northeast,1,2019,61.85,45480,72804,70956,1848,115.94,113.55,2.39
Maha Sarakham,east_northeast,2,2019,58.65,36786,58831,57595,1236,93.77,92.17,1.6
Maha Sarakham,east_northeast,3,2019,56.24,40304,64393,63334,1059,102.69,101.33,1.36
Maha Sarakham,east_northeast,4,2019,52.07,37853,62592,61843,749,131.22,129.57,1.65
Maha Sarakham,east_northeast,5,2019,48.37,36200,59862,59108,754,125.5,123.84,1.66
Maha Sarakham,east_northeast,6,2019,47.48,34327,56756,56133,623,118.97,117.62,1.35
Maha Sarakham,east_northeast,7,2019,45.19,37552,61012,60532,480,72.05,71.44,0.61
Maha Sarakham,east_northeast,8,2019,42.48,36060,58573,57954,619,69.18,68.4,0.78
Maha Sarakham,east_northeast,9,2019,43.45,33691,54719,54077,642,64.63,63.83,0.8
Maha Sarakham,east_northeast,10,2019,44.39,33894,63894,63316,578,97.82,96.08,1.74
Maha Sarakham,east_northeast,11,2019,48.12,35834,67556,67008,548,103.33,101.68,1.65
Maha Sarakham,east_northeast,12,2019,46.48,35432,66783,65963,820,102.53,100.08,2.45
Maha Sarakham,east_northeast,1,2020,54.73,37569,62442,60865,1577,100.77,98.78,1.99
Maha Sarakham,east_northeast,2,2020,46.09,27567,44096,43150,946,70.3,69,1.3
Maha Sarakham,east_northeast,3,2020,9.88,6528,11152,10968,184,16.98,16.74,0.24
Maha Sarakham,east_northeast,4,2020,0,0,0,0,0,0,0,0
Maha Sarakham,east_northeast,5,2020,1.44,1022,1022,1022,0,1.77,1.77,0
Maha Sarakham,east_northeast,6,2020,8.94,6077,10524,10524,0,19.02,19.02,0
Maha Sarakham,east_northeast,7,2020,32.41,25394,42096,42096,0,42.91,42.91,0
Maha Sarakham,east_northeast,8,2020,34.73,28403,47184,47184,0,43.29,43.29,0
Maha Sarakham,east_northeast,9,2020,35.2,26442,43933,43933,0,47.41,47.41,0
Maha Sarakham,east_northeast,10,2020,38.98,29691,57995,57995,0,79.38,79.38,0
Maha Sarakham,east_northeast,11,2020,43.34,36067,66610,66610,0,94.86,94.86,0
Maha Sarakham,east_northeast,12,2020,41.13,33643,65449,65449,0,89.84,89.84,0
Maha Sarakham,east_northeast,1,2021,15.38,12533,23636,23636,0,30.95,30.95,0
Maha Sarakham,east_northeast,2,2021,20.47,16748,31586,31586,0,42.54,42.54,0
Maha Sarakham,east_northeast,3,2021,24.5,20090,37889,37889,0,54.34,54.34,0
Maha Sarakham,east_northeast,4,2021,8.26,6509,12276,12276,0,17.61,17.61,0
Maha Sarakham,east_northeast,5,2021,2.77,2302,4341,4341,0,4.65,4.65,0
Maha Sarakham,east_northeast,6,2021,2.35,1883,3552,3552,0,3.76,3.76,0
Maha Sarakham,east_northeast,7,2021,1.93,1595,2664,2664,0,2.13,2.13,0
Maha Sarakham,east_northeast,8,2021,2.01,1660,2772,2772,0,2.24,2.24,0
Maha Sarakham,east_northeast,9,2021,3.05,2447,4086,4086,0,3.31,3.31,0
Maha Sarakham,east_northeast,10,2021,9.36,7736,12910,12885,25,10.58,10.48,0.1
Maha Sarakham,east_northeast,11,2021,13.38,11591,22566,22530,36,25.12,25.01,0.11
Maha Sarakham,east_northeast,12,2021,20.32,16635,33099,33059,40,41.1,40.97,0.13
Maha Sarakham,east_northeast,1,2022,17.66,12789,24769,24565,204,31.28,30.64,0.64
Maha Sarakham,east_northeast,2,2022,20.3,16781,32566,32455,111,35.52,35.22,0.3
Maha Sarakham,east_northeast,3,2022,28.8,18456,35777,35536,241,41.5,40.82,0.68
Maha Sarakham,east_northeast,4,2022,60.87,26861,46965,46687,278,57.47,56.67,0.8
Maha Sarakham,east_northeast,5,2022,46.84,21232,36484,36170,314,42.69,41.81,0.88
Maha Sarakham,east_northeast,6,2022,45.56,20744,35591,35037,554,41.88,40.45,1.43
Maha Sarakham,east_northeast,7,2022,48.23,21371,38721,37999,722,47.37,45.36,2.01
Maha Sarakham,east_northeast,8,2022,51.87,22773,43376,42378,998,53.09,50.33,2.76
Maha Sarakham,east_northeast,9,2022,53.63,23846,48133,47269,864,58.23,55.9,2.33
Maha Sarakham,east_northeast,10,2022,51.79,23338,47158,46310,848,54.2,51.99,2.21
Maha Sarakham,east_northeast,11,2022,54.19,24207,48833,47934,899,56.23,53.85,2.38
Maha Sarakham,east_northeast,12,2022,58.16,25636,51644,50714,930,60.46,57.98,2.48
Maha Sarakham,east_northeast,1,2023,60.13,27775,55563,54748,815,80.91,78.82,2.09
Maha Sarakham,east_northeast,2,2023,53.61,25011,51326,50572,754,72.21,70.35,1.86
Maha Sarakham,east_northeast,3,2023,56.15,25931,195047,194152,895,255.55,253.41,2.14
Maha Sarakham,east_northeast,4,2023,53.44,24871,128340,127311,1029,226.64,224.15,2.49
Maha Sarakham,east_northeast,5,2023,50.72,24224,44306,43368,938,79.59,77.43,2.16
Maha Sarakham,east_northeast,6,2023,48.09,22722,35884,35049,835,67.75,65.74,2.01
Maha Sarakham,east_northeast,7,2023,49.79,23764,38705,37851,854,71.71,69.65,2.06
Maha Sarakham,east_northeast,8,2023,48.14,22539,35398,34588,810,67.13,65.21,1.92
Maha Sarakham,east_northeast,9,2023,46.31,22311,35078,34306,772,64.12,62.32,1.8
Maha Sarakham,east_northeast,10,2023,44.15,21732,34372,33704,668,63.08,61.61,1.47
Maha Sarakham,east_northeast,11,2023,50.39,24213,50404,49134,1270,88.74,85.62,3.12
Maha Sarakham,east_northeast,12,2023,54.47,27041,55833,54785,1048,95.18,92.54,2.64
Maha Sarakham,east_northeast,1,2024,55.17,27483,57528,56539,989,95.41,93.08,2.33
Maha Sarakham,east_northeast,2,2024,53.72,26905,63086,62205,881,95.61,93.56,2.05
Maha Sarakham,east_northeast,3,2024,51.51,25374,40872,40076,796,72.82,70.89,1.93
Maha Sarakham,east_northeast,4,2024,55.5,27088,70194,69126,1068,108.54,105.82,2.72
Maha Sarakham,east_northeast,5,2024,54.9,27026,63540,62514,1026,96.28,93.7,2.58
Maha Sarakham,east_northeast,6,2024,49.98,24493,51847,50852,995,78.49,75.99,2.5
Maha Sarakham,east_northeast,7,2024,45.29,22919,45847,44888,959,76.91,74.5,2.41
Maha Sarakham,east_northeast,8,2024,48.57,24262,45146,44146,1000,78.67,76.14,2.53
Maha Sarakham,east_northeast,9,2024,43.83,22086,40409,39396,1013,71.18,68.62,2.56
Mukdahan,east_northeast,1,2019,69.66,70953,218485,203920,14565,386.62,354.15,32.47
Mukdahan,east_northeast,2,2019,62.78,61872,190022,177964,12058,335.95,309.07,26.88
Mukdahan,east_northeast,3,2019,59.07,65556,201604,188483,13121,356.58,327.34,29.24
Mukdahan,east_northeast,4,2019,55.97,54188,181718,158869,22849,268,225.84,42.16
Mukdahan,east_northeast,5,2019,52.99,53983,177818,160011,17807,260.33,227.47,32.86
Mukdahan,east_northeast,6,2019,52.57,47028,154745,139486,15259,226.43,198.28,28.15
Mukdahan,east_northeast,7,2019,55.8,43614,170224,155953,14271,315.72,284.93,30.79
Mukdahan,east_northeast,8,2019,51.43,39807,155460,142316,13144,288.37,260.01,28.36
Mukdahan,east_northeast,9,2019,56.48,42619,166741,152291,14450,309.43,278.25,31.18
Mukdahan,east_northeast,10,2019,52.41,41337,164929,150942,13987,275.4,245.12,30.28
Mukdahan,east_northeast,11,2019,52.4,40044,161262,145406,15856,270.46,236.13,34.33
Mukdahan,east_northeast,12,2019,54.74,43001,173174,156142,17032,290.45,253.57,36.88
Mukdahan,east_northeast,1,2020,61.12,63536,194247,181131,13116,350.12,320.79,29.33
Mukdahan,east_northeast,2,2020,56.81,55621,170496,159435,11061,312.91,286.72,26.19
Mukdahan,east_northeast,3,2020,14.75,16479,50071,48153,1918,78.64,74.43,4.21
Mukdahan,east_northeast,4,2020,0.13,114,114,114,0,0.07,0.07,0
Mukdahan,east_northeast,5,2020,1.26,1172,1172,1172,0,1.36,1.36,0
Mukdahan,east_northeast,6,2020,5.39,4611,14353,14353,0,17.34,17.34,0
Mukdahan,east_northeast,7,2020,12.45,9603,35603,35603,0,56.12,56.12,0
Mukdahan,east_northeast,8,2020,19.15,14839,55015,55015,0,78.05,78.05,0
Mukdahan,east_northeast,9,2020,20.54,15281,56654,56654,0,89.5,89.5,0
Mukdahan,east_northeast,10,2020,27.67,21890,82545,82545,0,117.39,117.39,0
Mukdahan,east_northeast,11,2020,32.02,26608,100551,100551,0,142.87,142.87,0
Mukdahan,east_northeast,12,2020,34.18,27225,102663,102663,0,146,146,0
Mukdahan,east_northeast,1,2021,19.93,15899,59954,59954,0,87.66,87.66,0
Mukdahan,east_northeast,2,2021,33.21,26480,99854,99854,0,147.5,147.5,0
Mukdahan,east_northeast,3,2021,30.03,23969,90384,90384,0,135.32,135.32,0
Mukdahan,east_northeast,4,2021,10.27,7922,29874,29874,0,44.28,44.28,0
Mukdahan,east_northeast,5,2021,2.26,1799,6784,6784,0,7.88,7.88,0
Mukdahan,east_northeast,6,2021,2.37,1734,6539,6539,0,7.24,7.24,0
Mukdahan,east_northeast,7,2021,2.04,1538,5772,5772,0,6.25,6.25,0
Mukdahan,east_northeast,8,2021,1.88,1418,5322,5322,0,5.76,5.76,0
Mukdahan,east_northeast,9,2021,6.33,4595,17246,17246,0,18.67,18.67,0
Mukdahan,east_northeast,10,2021,13.32,10136,38043,38043,0,41.51,41.51,0
Mukdahan,east_northeast,11,2021,28.18,26712,91851,91830,21,111.77,111.7,0.07
Mukdahan,east_northeast,12,2021,37.31,28211,96965,96923,42,133.6,133.45,0.15
Mukdahan,east_northeast,1,2022,38.43,30146,113407,112071,1336,152.65,148.25,4.4
Mukdahan,east_northeast,2,2022,41.09,31768,118055,117209,846,157.38,155.17,2.21
Mukdahan,east_northeast,3,2022,42.72,34108,126811,125959,852,169.07,166.84,2.23
Mukdahan,east_northeast,4,2022,45.41,35538,131945,130985,960,179.04,176.51,2.53
Mukdahan,east_northeast,5,2022,45.15,34874,129581,128511,1070,178.48,175.6,2.88
Mukdahan,east_northeast,6,2022,43.26,33637,125408,123864,1544,172.9,169.01,3.89
Mukdahan,east_northeast,7,2022,45.56,34226,135318,127690,7628,190.94,172.31,18.63
Mukdahan,east_northeast,8,2022,46.91,35092,140040,130444,9596,199.12,177.14,21.98
Mukdahan,east_northeast,9,2022,47.65,35672,141583,132702,8881,201.32,181.32,20
Mukdahan,east_northeast,10,2022,52.41,39314,154002,145071,8931,224.5,204.25,20.25
Mukdahan,east_northeast,11,2022,51.34,38734,152020,143050,8970,222.59,202.13,20.46
Mukdahan,east_northeast,12,2022,52.77,40182,156862,147843,9019,232.31,211.42,20.89
Mukdahan,east_northeast,1,2023,54.08,42104,162926,153645,9281,302.64,280.42,22.22
Mukdahan,east_northeast,2,2023,51.12,40096,158380,149425,8955,280.09,259.44,20.65
Mukdahan,east_northeast,3,2023,43.79,34125,142831,133419,9412,262.62,240.39,22.23
Mukdahan,east_northeast,4,2023,42.72,32797,140464,129416,11048,262.61,236.32,26.29
Mukdahan,east_northeast,5,2023,40.87,32441,127571,118737,8834,251.32,230.52,20.8
Mukdahan,east_northeast,6,2023,39.62,32283,129133,120005,9128,258.2,236.32,21.88
Mukdahan,east_northeast,7,2023,38.55,31254,124699,115834,8865,251.38,231.52,19.86
Mukdahan,east_northeast,8,2023,37.52,30490,124070,115340,8730,250.35,230.85,19.5
Mukdahan,east_northeast,9,2023,36.19,30058,122285,113965,8320,248.06,229.95,18.11
Mukdahan,east_northeast,10,2023,40.78,32462,141525,130797,10728,266.94,243.65,23.29
Mukdahan,east_northeast,11,2023,49.48,37764,170674,159736,10938,291.14,267.28,23.86
Mukdahan,east_northeast,12,2023,54.82,43237,190990,179794,11196,321.51,297.15,24.36
Mukdahan,east_northeast,1,2024,54.12,42512,187531,176632,10899,307.99,284.39,23.6
Mukdahan,east_northeast,2,2024,51.37,40229,178920,168817,10103,288.21,266.72,21.49
Mukdahan,east_northeast,3,2024,48.94,38537,171245,163024,8221,275.21,257.41,17.8
Mukdahan,east_northeast,4,2024,47.42,37092,180211,168409,11802,296.08,269.24,26.84
Mukdahan,east_northeast,5,2024,43.41,33737,154696,143161,11535,272.98,246.73,26.25
Mukdahan,east_northeast,6,2024,40.8,33288,136607,125157,11450,254.58,228.51,26.07
Mukdahan,east_northeast,7,2024,47.48,37112,144499,132504,11995,274.29,247.16,27.13
Mukdahan,east_northeast,8,2024,44.21,32608,129325,115674,13651,262.39,231.49,30.9
Mukdahan,east_northeast,9,2024,43.14,30788,126835,113441,13394,254.64,224.32,30.32
Nakhon Nayok,east,1,2019,68.39,140711,278705,276249,2456,842.49,836.2,6.29
Nakhon Nayok,east,2,2019,61.42,126643,251091,248393,2698,758.79,751.88,6.91
Nakhon Nayok,east,3,2019,62.09,137325,271686,269899,1787,821.54,816.97,4.57
Nakhon Nayok,east,4,2019,60.49,146607,248112,247138,974,665.33,662.37,2.96
Nakhon Nayok,east,5,2019,61.68,149872,253601,252674,927,680.03,677.21,2.82
Nakhon Nayok,east,6,2019,61.95,137656,232941,232071,870,624.63,621.99,2.64
Nakhon Nayok,east,7,2019,69.02,176130,293370,290508,2862,601.52,591.7,9.82
Nakhon Nayok,east,8,2019,61.3,156790,261140,258775,2365,535.19,527.07,8.12
Nakhon Nayok,east,9,2019,64.47,161697,269332,266679,2653,552.29,543.18,9.11
Nakhon Nayok,east,10,2019,58.24,127806,243912,240726,3186,537.17,522.57,14.6
Nakhon Nayok,east,11,2019,60.46,121675,231927,227993,3934,512.96,494.93,18.03
Nakhon Nayok,east,12,2019,59.38,125172,238714,235053,3661,527.03,510.25,16.78
Nakhon Nayok,east,1,2020,59.86,125509,265162,262943,2219,809.67,803.89,5.78
Nakhon Nayok,east,2,2020,50.72,100645,201610,199829,1781,612.17,607.28,4.89
Nakhon Nayok,east,3,2020,22.7,71912,127611,127459,152,372.08,371.71,0.37
Nakhon Nayok,east,4,2020,0,0,0,0,0,0,0,0
Nakhon Nayok,east,5,2020,1.1,2663,2663,2663,0,5.31,5.31,0
Nakhon Nayok,east,6,2020,15.37,21178,98644,98644,0,195.04,195.04,0
Nakhon Nayok,east,7,2020,50.04,127667,212347,212347,0,337.42,337.42,0
Nakhon Nayok,east,8,2020,50.75,136131,226425,226425,0,323.81,323.81,0
Nakhon Nayok,east,9,2020,49.28,135272,227497,227497,0,395.19,395.19,0
Nakhon Nayok,east,10,2020,45.03,95363,182690,182243,447,347.66,345.83,1.83
Nakhon Nayok,east,11,2020,47.69,101018,193816,193617,199,368.07,367.25,0.82
Nakhon Nayok,east,12,2020,40.02,81766,156633,156186,447,298.21,296.38,1.83
Nakhon Nayok,east,1,2021,28.56,30124,57729,57729,0,116.41,116.41,0
Nakhon Nayok,east,2,2021,30.33,30376,67468,67468,0,122.09,122.09,0
Nakhon Nayok,east,3,2021,35.8,36042,78933,78933,0,155.23,155.23,0
Nakhon Nayok,east,4,2021,35.16,35350,76708,76708,0,151.45,151.45,0
Nakhon Nayok,east,5,2021,8.45,5750,7533,7533,0,11.94,11.94,0
Nakhon Nayok,east,6,2021,6.38,4230,4620,4620,0,7.18,7.18,0
Nakhon Nayok,east,7,2021,3.14,2116,3515,3515,0,5.25,5.25,0
Nakhon Nayok,east,8,2021,2.64,1793,2679,2679,0,3.87,3.87,0
Nakhon Nayok,east,9,2021,8.73,5440,6150,6150,0,9.18,9.18,0
Nakhon Nayok,east,10,2021,24.43,16085,21362,21362,0,33.73,33.73,0
Nakhon Nayok,east,11,2021,44.08,92136,170824,170788,36,268.12,268.12,0
Nakhon Nayok,east,12,2021,49.3,85712,170360,170245,115,315.98,315.6,0.38
Nakhon Nayok,east,1,2022,51.85,78747,121765,121625,140,251.22,250.87,0.35
Nakhon Nayok,east,2,2022,48.8,73692,120143,120022,121,240.23,239.92,0.31
Nakhon Nayok,east,3,2022,42.17,68549,110003,109960,43,228.73,228.61,0.12
Nakhon Nayok,east,4,2022,48.53,72944,117078,117000,78,265.21,264.99,0.22
Nakhon Nayok,east,5,2022,51.32,74370,119268,119179,89,269.88,269.64,0.24
Nakhon Nayok,east,6,2022,54.39,79327,120317,120182,135,273.03,272.65,0.38
Nakhon Nayok,east,7,2022,58.07,82379,124970,124759,211,281.65,281.06,0.59
Nakhon Nayok,east,8,2022,59.83,83586,126807,126647,160,285.77,285.32,0.45
Nakhon Nayok,east,9,2022,60.68,84399,128029,127860,169,288.53,288.05,0.48
Nakhon Nayok,east,10,2022,64.58,87735,138965,138729,236,318.16,317.48,0.68
Nakhon Nayok,east,11,2022,61.28,86089,140591,140320,271,316.17,315.42,0.75
Nakhon Nayok,east,12,2022,68.88,92973,174768,174450,318,413.29,412.37,0.92
Nakhon Nayok,east,1,2023,63.53,86714,133252,132274,978,364.13,361,3.13
Nakhon Nayok,east,2,2023,59.97,84037,131283,130339,944,338,334.98,3.02
Nakhon Nayok,east,3,2023,61.03,88256,135914,134933,981,351.8,348.7,3.1
Nakhon Nayok,east,4,2023,57.69,85073,128398,127643,755,318.07,315.63,2.44
Nakhon Nayok,east,5,2023,55.35,83867,126529,125825,704,304.88,302.65,2.23
Nakhon Nayok,east,6,2023,56.52,85392,134243,133586,657,315.49,313.41,2.08
Nakhon Nayok,east,7,2023,60.18,91843,157555,156715,840,374.99,372.34,2.65
Nakhon Nayok,east,8,2023,61.39,93705,162447,161295,1152,387.18,383.44,3.74
Nakhon Nayok,east,9,2023,60.84,89866,156623,155731,892,372.31,369.35,2.96
Nakhon Nayok,east,10,2023,64.82,109713,199670,198917,753,464.91,462.26,2.65
Nakhon Nayok,east,11,2023,67.15,109943,205499,204561,938,477.03,473.51,3.52
Nakhon Nayok,east,12,2023,72.05,121844,224515,223549,966,523.79,519.81,3.98
Nakhon Nayok,east,1,2024,70.26,119995,225524,224564,960,580.55,576.74,3.81
Nakhon Nayok,east,2,2024,67.83,108378,206624,205689,935,516.2,512.67,3.53
Nakhon Nayok,east,3,2024,67.99,110400,275387,274505,882,613.26,609.92,3.34
Nakhon Nayok,east,4,2024,69.66,113636,328948,327871,1077,756.55,752.51,4.04
Nakhon Nayok,east,5,2024,58.09,95185,250933,249820,1113,539.82,535.1,4.72
Nakhon Nayok,east,6,2024,58.97,97071,197065,195835,1230,520.69,515.15,5.54
Nakhon Nayok,east,7,2024,60.43,99022,204098,202766,1332,528.24,522.39,5.85
Nakhon Nayok,east,8,2024,58.73,90837,178033,176591,1442,480,473.78,6.22
Nakhon Nayok,east,9,2024,57.32,88490,167040,165507,1533,440.92,434.51,6.41
Nakhon Pathom,central,1,2019,71.7,118629,296107,284408,11699,407.98,391.12,16.86
Nakhon Pathom,central,2,2019,70.39,107577,270865,256099,14766,373.47,352.19,21.28
Nakhon Pathom,central,3,2019,68.92,110746,276857,265179,11678,381.5,364.67,16.83
Nakhon Pathom,central,4,2019,73.05,112319,281445,271588,9857,403.28,386.54,16.74
Nakhon Pathom,central,5,2019,74.9,116631,291934,283526,8408,417.81,403.53,14.28
Nakhon Pathom,central,6,2019,72.21,109610,274396,266285,8111,392.78,378.98,13.8
Nakhon Pathom,central,7,2019,75.43,116937,494985,479509,15476,684.4,653.73,30.67
Nakhon Pathom,central,8,2019,70.98,110696,468164,455486,12678,646.1,620.97,25.13
Nakhon Pathom,central,9,2019,65.71,99862,422268,411194,11074,582.55,560.61,21.94
Nakhon Pathom,central,10,2019,62.84,105472,378287,370289,7998,627.16,597.12,30.04
Nakhon Pathom,central,11,2019,65.19,106895,383934,376239,7695,635.62,606.72,28.9
Nakhon Pathom,central,12,2019,66.49,109180,390296,381032,9264,649.23,614.42,34.81
Nakhon Pathom,central,1,2020,64.63,109852,272110,261231,10879,380.9,365.85,15.05
Nakhon Pathom,central,2,2020,60.59,96051,195745,187142,8603,275.72,263.33,12.39
